PLANTID,ATTID,VALUE
CCNPLT0515,CCNATT0004,Ánh sáng tán xạ; Chịu được khuất sáng
CCNPLT0515,CCNATT0005,Vừa phải (2 lần/tuần)
CCNPLT0516,CCNATT0000,Philodendron birkin
CCNPLT0516,CCNATT0001,Trầu Bà Kim Cương
CCNPLT0516,CCNATT0002,Chiều cao: 45cm – Tán: 25cm
CCNPLT0516,CCNATT0003,Dễ chăm sóc
CCNPLT0516,CCNATT0004,Ánh sáng tán xạ; Chịu được khuất sáng
CCNPLT0516,CCNATT0005,Vừa phải (2 lần/tuần)
CCNPLT0517,CCNATT0000,Aglaonema Red Siam
CCNPLT0517,CCNATT0001,Cây Phú Quý
CCNPLT0517,CCNATT0002,Chiều cao: 45cm – Tán: 25cm
CCNPLT0517,CCNATT0003,Dễ chăm sóc
CCNPLT0517,CCNATT0004,Ánh sáng tán xạ; Chịu được khuất sáng
CCNPLT0517,CCNATT0005,Vừa phải (2 lần/tuần)
CCNPLT0518,CCNATT0000,Calathea concinna
CCNPLT0518,CCNATT0001,Đuôi công xương cá
CCNPLT0518,CCNATT0002,Chiều cao: 45cm – Tán: 25cm
CCNPLT0518,CCNATT0003,Dễ chăm sóc
CCNPLT0518,CCNATT0004,Ánh sáng tán xạ; Chịu được khuất sáng
CCNPLT0518,CCNATT0005,"• Vừa phải (2 lần/tuần)
• Đất trồng thông thoáng"
CCNPLT0519,CCNATT0000,Chrysalidocarpus lutescens Wendl
CCNPLT0519,CCNATT0001,Cau vàng Nhật Bản
CCNPLT0519,CCNATT0002,"Kích thước chậu: 40×50 cm (DxC)
Chiều cao tổng ~180 cm"
CCNPLT0519,CCNATT0003,Dễ chăm sóc
CCNPLT0519,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0519,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0520,CCNATT0000,Aglaonema Pseudobracteatum
CCNPLT0520,CCNATT0001,Bạch mã hoàng tử
CCNPLT0520,CCNATT0002,Cao 80 – 120 cm
CCNPLT0520,CCNATT0003,Dễ chăm sóc
CCNPLT0520,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0520,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0521,CCNATT0000,Chrysalidocarpus lutescens Wendl
CCNPLT0521,CCNATT0001,Cau vàng Nhật Bản
CCNPLT0521,CCNATT0002,"Kích thước chậu 40×40 cm
Chiều cao tổng 160 ~ 180 cm"
CCNPLT0521,CCNATT0003,Dễ chăm sóc
CCNPLT0521,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0521,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0522,CCNATT0000,Monstera Delicious
CCNPLT0522,CCNATT0001,Trầu bà Nam Mỹ Monstera
CCNPLT0522,CCNATT0002,Cao 80 – 100 cm
CCNPLT0522,CCNATT0003,Dễ chăm sóc
CCNPLT0522,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0522,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0523,CCNATT0000,Dracaena reflexa
CCNPLT0523,CCNATT0001,Trúc bách hợp
CCNPLT0523,CCNATT0002,Cao 100 – 120 cm
CCNPLT0523,CCNATT0003,Dễ chăm sóc
CCNPLT0523,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0523,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0524,CCNATT0000,Epipremnum aureum
CCNPLT0524,CCNATT0001,Trầu bà xanh
CCNPLT0524,CCNATT0002,"• Kích thước chậu: 30x60cm (DxC)
• Chiều cao tổng: 150 – 160cm"
CCNPLT0524,CCNATT0003,Dễ chăm sóc
CCNPLT0524,CCNATT0004,Nắng tán xạ / Chịu được râm mát
CCNPLT0524,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0525,CCNATT0000,Dracaena reflexa
CCNPLT0525,CCNATT0001,Trúc bách hợp
CCNPLT0525,CCNATT0002,"Kích thước chậu: 33x45cm
Chiều cao tổng: 100 – 130 cm"
CCNPLT0525,CCNATT0003,Dễ chăm sóc
CCNPLT0525,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0525,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0526,CCNATT0000,Epipremnum aureum
CCNPLT0526,CCNATT0001,Trầu bà xanh
CCNPLT0526,CCNATT0002,Cao 160 – 180 cm
CCNPLT0526,CCNATT0003,Dễ chăm sóc
CCNPLT0526,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0526,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0527,CCNATT0000,Monstera Delicious
CCNPLT0527,CCNATT0001,Trầu bà Nam Mỹ Monstera
CCNPLT0527,CCNATT0002,Cao 60 – 70 cm
CCNPLT0527,CCNATT0003,Dễ chăm sóc
CCNPLT0527,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0527,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0528,CCNATT0000,Ficus lyrata
CCNPLT0528,CCNATT0001,Cây bàng Singapore
CCNPLT0528,CCNATT0002,"Kích thước: 31×25 cm (DxH)
Chiều cao: 100 – 110 cm"
CCNPLT0528,CCNATT0003,Dễ chăm sóc
CCNPLT0528,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0528,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0529,CCNATT0000,Alocasia Macrorrhiza Variegata
CCNPLT0529,CCNATT0001,Cây Ráy
CCNPLT0530,CCNATT0000,Philodendron Paraiso Verde
CCNPLT0530,CCNATT0001,Paraiso
CCNPLT0530,CCNATT0002,"• Size nhỏ: Lá 10 cm  – 15 cm
• Size trung: Lá 20 cm – 25 cm
• Size lớn: Lá 30 cm – 35 cm"
CCNPLT0530,CCNATT0003,Trung bình
CCNPLT0530,CCNATT0004,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp
CCNPLT0530,CCNATT0005,"• Vừa phải
• Đất trồng thông thoáng"
CCNPLT0531,CCNATT0000,Philodendron Melanochrysum
CCNPLT0531,CCNATT0001,Melanochrysum
CCNPLT0531,CCNATT0002,"• Size nhỏ: Lá 5 cm  – 10 cm
• Size trung: Lá 15 cm – 20 cm
• Size lớn: Lá 25 cm – 30 cm"
CCNPLT0531,CCNATT0003,Trung bình
CCNPLT0531,CCNATT0004,"• Ánh sáng tán xạ
• Tránh ánh nắng trực tiếp"
CCNPLT0531,CCNATT0005,"• Vừa phải
• Đất trồng thông thoáng"
CCNPLT0532,CCNATT0000,Philodendron Sodiroi
CCNPLT0532,CCNATT0001,Trầu Bà Sodiroi
CCNPLT0532,CCNATT0002,Cao 20 – 30 cm – Lá 10 – 15 cm
CCNPLT0532,CCNATT0003,Dễ chăm sóc
CCNPLT0532,CCNATT0004,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ"
CCNPLT0532,CCNATT0005,"• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng"
CCNPLT0533,CCNATT0000,Anthurium andreanum
CCNPLT0533,CCNATT0001,Cây hồng môn
CCNPLT0533,CCNATT0002,Chiều cao 40 – 60 cm
CCNPLT0533,CCNATT0003,Dễ chăm sóc
CCNPLT0533,CCNATT0004,Nắng tán xạ / Chịu râm mát
CCNPLT0533,CCNATT0005,Thay nước 2 – 3 lần/tháng
CCNPLT0534,CCNATT0000,Epipremnum Aureum ‘Njoy Pothos’
CCNPLT0534,CCNATT0001,Cây trầu bà cẩm thạch / Trầu bà sữa
CCNPLT0534,CCNATT0002,Cao 30 – 40 cm
CCNPLT0534,CCNATT0003,Rất dễ chăm sóc
CCNPLT0534,CCNATT0004,Nắng tán xạ
CCNPLT0534,CCNATT0005,Thay nước 2 – 3 tháng/lần
CCNPLT0535,CCNATT0000,Peperomia obtusifolia
CCNPLT0535,CCNATT0001,Cây trường sinh
CCNPLT0535,CCNATT0003,Dễ chăm sóc
CCNPLT0535,CCNATT0004,Nắng tán xạ / Chịu râm mát
CCNPLT0535,CCNATT0005,Thay nước 2 – 3 lần/tháng
CCNPLT0535,CCNATT0006,Cao 40 – 60 cm
CCNPLT0536,CCNATT0000,Pachira aquatica
CCNPLT0536,CCNATT0001,Cây kim ngân
CCNPLT0536,CCNATT0003,Dễ chăm sóc
CCNPLT0536,CCNATT0004,Nắng tán xạ / Chịu râm mát
CCNPLT0536,CCNATT0005,Thay nước 2 – 3 lần/tháng
CCNPLT0536,CCNATT0006,Cao 40 – 60 cm
CCNPLT0537,CCNATT0000,Dracaena sanderiana
CCNPLT0537,CCNATT0001,Cây phát lộc
CCNPLT0537,CCNATT0003,Dễ chăm sóc
CCNPLT0537,CCNATT0004,Nắng tán xạ / Chịu râm mát
CCNPLT0537,CCNATT0005,Thay nước 2 – 3 lần/tháng
CCNPLT0537,CCNATT0006,Cao 40 – 60 cm
CCNPLT0538,CCNATT0000,Aglaonema Red Valentine
CCNPLT0538,CCNATT0001,Cây hồng lộc phát
CCNPLT0538,CCNATT0003,Dễ chăm sóc
CCNPLT0538,CCNATT0004,Nắng tán xạ / Chịu râm mát
CCNPLT0538,CCNATT0005,Thay nước 2 – 3 lần/tháng
CCNPLT0538,CCNATT0006,Cao 40 – 60 cm
CCNPLT0539,CCNATT0000,Calathea makoyana
CCNPLT0539,CCNATT0001,Đuôi công khổng tước
CCNPLT0539,CCNATT0003,Dễ chăm sóc
CCNPLT0539,CCNATT0004,Nắng tán xạ / Chịu râm mát
CCNPLT0539,CCNATT0005,Thay nước 2 – 3 lần/tháng
CCNPLT0539,CCNATT0006,Cao 40 – 60 cm
CCNPLT0540,CCNATT0000,Chamaedorea elegans
CCNPLT0540,CCNATT0001,Cây tiểu trâm
CCNPLT0540,CCNATT0003,Dễ chăm sóc
CCNPLT0540,CCNATT0004,Nắng tán xạ / Chịu râm mát
CCNPLT0540,CCNATT0005,Thay nước 2 – 3 lần/tháng
CCNPLT0540,CCNATT0006,Cao 40 – 50 cm
CCNPLT0541,CCNATT0000,Rhaphidophora Tetrasperma
CCNPLT0541,CCNATT0001,"• Monstera Thái Leo
• Monstera Mini Thái
• Rhaphidophora Tetrasperma sp Thailand"
CCNPLT0541,CCNATT0002,Cao 20 – 30 cm
CCNPLT0541,CCNATT0003,Dễ chăm sóc
CCNPLT0541,CCNATT0004,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ"
CCNPLT0541,CCNATT0005,"• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng"
CCNPLT0542,CCNATT0000,Euphorbia Pulcherrima
CCNPLT0542,CCNATT0001,"• Trạng Nguyên
• Nhất Phẩm Hồng"
CCNPLT0542,CCNATT0002,Cao 30 – 40 cm
CCNPLT0542,CCNATT0003,Dễ chăm sóc
CCNPLT0542,CCNATT0004,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ"
CCNPLT0542,CCNATT0005,"• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng"
CCNPLT0543,CCNATT0000,Syngonium Milk Confetti
CCNPLT0543,CCNATT0001,Tróc Bạc Đốm Hồng
CCNPLT0543,CCNATT0002,Cao 15 – 25 cm
CCNPLT0543,CCNATT0003,Dễ chăm sóc
CCNPLT0543,CCNATT0004,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ"
CCNPLT0543,CCNATT0005,"• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng"
CCNPLT0544,CCNATT0000,Philodendron Pink Princess
CCNPLT0544,CCNATT0001,"• Công chúa hồng
• Pink Princess"
CCNPLT0544,CCNATT0002,"• Size nhỏ: Lá 5 cm  – 8 cm
• Size trung: Lá 9 cm – 12 cm
• Size lớn: Lá 13 cm – 17 cm"
CCNPLT0544,CCNATT0003,Trung bình
CCNPLT0544,CCNATT0004,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp
CCNPLT0544,CCNATT0005,"• Vừa phải
• Đất trồng thông thoáng"
CCNPLT0545,CCNATT0000,Monstera Dubia
CCNPLT0545,CCNATT0001,Trầu Bà Dubia
CCNPLT0545,CCNATT0002,Cao 20 – 30 cm
CCNPLT0545,CCNATT0003,Dễ chăm sóc
CCNPLT0545,CCNATT0004,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ"
CCNPLT0545,CCNATT0005,"• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng"
CCNPLT0546,CCNATT0000,Ardisia crenata
CCNPLT0546,CCNATT0001,Kim ngân lượng
CCNPLT0546,CCNATT0002,"Kích thước chậu: 32×50 cm
Chiều cao tổng: 110 – 120 cm"
CCNPLT0546,CCNATT0003,Dễ chăm sóc
CCNPLT0546,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0546,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0547,CCNATT0000,Epipremnum Manjula
CCNPLT0547,CCNATT0001,"• Manjula Pothos
• Trầu Bà Manjula"
CCNPLT0547,CCNATT0002,Cao 20 cm
CCNPLT0547,CCNATT0003,Rất dễ chăm sóc
CCNPLT0547,CCNATT0004,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ"
CCNPLT0547,CCNATT0005,"• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng"
CCNPLT0548,CCNATT0000,Bucida Buceras Variegated
CCNPLT0548,CCNATT0001,Bàng Đài Loan cẩm thạch
CCNPLT0548,CCNATT0002,"• Kích thước chậu: 30×30 cm (DxC)
• Chiều cao tổng: 80 – 100 cm"
CCNPLT0548,CCNATT0003,Dễ chăm sóc
CCNPLT0548,CCNATT0004,Nắng trực tiếp / Nắng tán xạ
CCNPLT0548,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0549,CCNATT0000,Cedrus
CCNPLT0549,CCNATT0001,Cây tuyết tùng
CCNPLT0549,CCNATT0002,Cao 15-20cm gồm chậu
CCNPLT0549,CCNATT0003,Dễ chăm sóc
CCNPLT0549,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0549,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0550,CCNATT0000,Cedrus
CCNPLT0550,CCNATT0001,Cây tuyết tùng
CCNPLT0550,CCNATT0002,Chiều cao 50 – 60cm
CCNPLT0550,CCNATT0003,Dễ chăm sóc
CCNPLT0550,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0550,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0551,CCNATT0000,Ardisia crenata
CCNPLT0551,CCNATT0001,Kim ngân lượng
CCNPLT0551,CCNATT0002,Chiều cao tổng: 100 – 120 cm
CCNPLT0551,CCNATT0003,Dễ chăm sóc
CCNPLT0551,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0551,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0552,CCNATT0000,Staghorn Fern
CCNPLT0552,CCNATT0001,Cây Ổ Rồng
CCNPLT0552,CCNATT0002,Lá dài 20 – 30cm
CCNPLT0552,CCNATT0003,Dễ chăm sóc
CCNPLT0552,CCNATT0004,"Nắng tán xạ, ánh nắng gián tiếp"
CCNPLT0552,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0553,CCNATT0000,Philodendron Birkin
CCNPLT0553,CCNATT0001,"• Trầu bà hoàng kim
• Trầu bà kim cương
• Trầu bà đế vương sọc"
CCNPLT0553,CCNATT0002,Cao 25 cm
CCNPLT0553,CCNATT0003,Dễ chăm sóc
CCNPLT0553,CCNATT0004,Nắng tán xạ
CCNPLT0553,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0554,CCNATT0000,Ardisia crenata
CCNPLT0554,CCNATT0001,Kim ngân lượng
CCNPLT0554,CCNATT0002,Chiều cao tổng: 80 – 90 cm
CCNPLT0554,CCNATT0003,Dễ chăm sóc
CCNPLT0554,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0554,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0555,CCNATT0000,Thaumatophyllum bipinnatifidum
CCNPLT0555,CCNATT0001,Cây trầu bà thanh xuân
CCNPLT0555,CCNATT0002,Cao 20 – 25 cm
CCNPLT0555,CCNATT0003,Dễ chăm sóc
CCNPLT0555,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0555,CCNATT0005,"Ít tưới nước, 2 – 3 lần/tuần"
CCNPLT0556,CCNATT0000,Caladium Red Baret
CCNPLT0556,CCNATT0001,• Môn Baret
CCNPLT0556,CCNATT0003,Dễ sống
CCNPLT0556,CCNATT0004,Ít sáng / Bóng râm / Tán xạ
CCNPLT0556,CCNATT0005,"Vừa phải, 2 – 3  lần/tuần"
CCNPLT0556,CCNATT0006,• Chiều cao 25 – 35 cm
CCNPLT0557,CCNATT0000,Pachira aquatica
CCNPLT0557,CCNATT0001,Cây kim ngân
CCNPLT0557,CCNATT0002,Chiều cao 50cm
CCNPLT0557,CCNATT0003,Dễ chăm sóc
CCNPLT0557,CCNATT0004,Ánh sáng tán xạ; Nắng trực tiếp
CCNPLT0557,CCNATT0005,Vừa phải (2 lần/tuần)
CCNPLT0558,CCNATT0000,Caladium Moon Light
CCNPLT0558,CCNATT0001,• Môn Ánh Trăng
CCNPLT0558,CCNATT0003,Dễ sống
CCNPLT0558,CCNATT0004,Ít sáng / Bóng râm / Tán xạ
CCNPLT0558,CCNATT0005,"Vừa phải, 2 – 3  lần/tuần"
CCNPLT0558,CCNATT0006,• Chiều cao 25 – 35 cm
CCNPLT0559,CCNATT0000,Rhapis Palm
CCNPLT0559,CCNATT0001,"• Cây trúc mây
• Cây mật cật"
CCNPLT0559,CCNATT0003,Dễ chăm sóc
CCNPLT0559,CCNATT0004,Nắng trực tiếp / Ánh sáng tán xạ
CCNPLT0559,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0559,CCNATT0006,"Cỡ nhỏ: 60 – 80 cm
Cỡ trung: Cao 80 – 100 cm
Cỡ lớn: Cao 100 – 120 cm"
CCNPLT0560,CCNATT0000,Ficus lyrata
CCNPLT0560,CCNATT0001,Bàng Singapore / Sung tỳ bà
CCNPLT0560,CCNATT0003,Dễ chăm sóc
CCNPLT0560,CCNATT0004,Nắng trực tiếp / Ánh sáng tán xạ
CCNPLT0560,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0560,CCNATT0006,"Kích thước chậu: 35×28 cm (DxC)
Chiều cao 140 – 150 cm"
CCNPLT0561,CCNATT0000,Philodendron Imperial Golden
CCNPLT0561,CCNATT0001,Cây trầu bà đế vương vàng
CCNPLT0561,CCNATT0002,"• Cỡ nhỏ: Cao 30cm – Tán 25cm
• Cỡ trung: Cao 40cm – Tán 35cm
• Cỡ lớn: Cao 50cm – Tán 45cm"
CCNPLT0561,CCNATT0003,Dễ chăm sóc
CCNPLT0561,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0561,CCNATT0005,"Vừa phải , 2 – 3 lần/tuần"
CCNPLT0562,CCNATT0000,Caladium White Queen
CCNPLT0562,CCNATT0001,• Môn Nữ Hoàng
CCNPLT0562,CCNATT0002,"• Kích thước lá: 10 – 20cm
• Chiều cao: 30 – 40cm"
CCNPLT0562,CCNATT0003,Dễ chăm sóc
CCNPLT0562,CCNATT0004,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp
CCNPLT0562,CCNATT0005,"• Vừa phải
• Đất trồng thông thoáng"
CCNPLT0563,CCNATT0000,Philodendron Imperial Golden
CCNPLT0563,CCNATT0001,Cây trầu bà đế vương vàng
CCNPLT0563,CCNATT0002,"• Cỡ nhỏ: Cao 25cm – Tán 25cm
• Cỡ trung: Cao 35cm – Tán 35cm
• Cỡ lớn: Cao 45cm – Tán 45cm"
CCNPLT0563,CCNATT0003,Dễ chăm sóc
CCNPLT0563,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0563,CCNATT0005,"Vừa phải , 2 – 3 lần/tuần"
CCNPLT0564,CCNATT0000,Caladium Desert Sunset
CCNPLT0564,CCNATT0001,"• Caladium Sunset
• Môn Hoàng Hôn"
CCNPLT0564,CCNATT0003,Dễ sống
CCNPLT0564,CCNATT0004,Ít sáng / Bóng râm / Tán xạ
CCNPLT0564,CCNATT0005,"Vừa phải, 2 – 3  lần/tuần"
CCNPLT0564,CCNATT0006,• Chiều cao 25 – 35 cm
CCNPLT0565,CCNATT0000,Ficus lyrata
CCNPLT0565,CCNATT0001,Cây bàng Singapore
CCNPLT0565,CCNATT0002,Chiều cao 80 ~ 100 cm
CCNPLT0565,CCNATT0003,Dễ chăm sóc
CCNPLT0565,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0565,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0566,CCNATT0000,Caladium Hilo Beauty
CCNPLT0566,CCNATT0001,"• Môn rằn ri
• Môn lính"
CCNPLT0566,CCNATT0003,Dễ sống
CCNPLT0566,CCNATT0004,Ít sáng / Bóng râm / Tán xạ
CCNPLT0566,CCNATT0005,"Vừa phải, 2 – 3  lần/tuần"
CCNPLT0566,CCNATT0006,• Chiều cao 25 – 35 cm
CCNPLT0567,CCNATT0000,Caladium Frog in a Blender
CCNPLT0567,CCNATT0001,• Caladium Frog
CCNPLT0567,CCNATT0003,Dễ sống
CCNPLT0567,CCNATT0004,Ít sáng / Bóng râm / Tán xạ
CCNPLT0567,CCNATT0005,"Vừa phải, 2 – 3  lần/tuần"
CCNPLT0567,CCNATT0006,• Chiều cao 25 – 35 cm
CCNPLT0568,CCNATT0000,Caladium Danasty
CCNPLT0568,CCNATT0001,• Môn đỏ
CCNPLT0568,CCNATT0003,Dễ sống
CCNPLT0568,CCNATT0004,Ít sáng / Bóng râm / Tán xạ
CCNPLT0568,CCNATT0005,"Vừa phải, 2 – 3  lần/tuần"
CCNPLT0568,CCNATT0006,• Chiều cao 25 – 35 cm
CCNPLT0569,CCNATT0000,Calathea leopardina
CCNPLT0569,CCNATT0001,Đuôi công đốm xanh
CCNPLT0569,CCNATT0002,Chiều cao: 45cm – Tán: 25cm
CCNPLT0569,CCNATT0003,Dễ chăm sóc
CCNPLT0569,CCNATT0004,Ánh sáng tán xạ; Chịu được khuất sáng
CCNPLT0569,CCNATT0005,"• Vừa phải (2 lần/tuần)
• Đất trồng thông thoáng"
CCNPLT0570,CCNATT0000,Sansevieria trifasciata Futura Superba
CCNPLT0570,CCNATT0001,Cây lưỡi Thái
CCNPLT0570,CCNATT0002,Chiều cao: 40 cm – Tán 20 cm
CCNPLT0570,CCNATT0003,Dễ chăm sóc
CCNPLT0570,CCNATT0004,Ánh sáng tán xạ; Bóng râm; Chịu được bóng râm
CCNPLT0570,CCNATT0005,Tưới ít (1 lần/tuần)
CCNPLT0571,CCNATT0000,Caladium Aaron
CCNPLT0571,CCNATT0001,• Caladium Aaron
CCNPLT0571,CCNATT0003,Dễ sống
CCNPLT0571,CCNATT0004,Ít sáng / Bóng râm / Tán xạ
CCNPLT0571,CCNATT0005,"Vừa phải, 2 – 3  lần/tuần"
CCNPLT0571,CCNATT0006,Chiều cao 30 – 40 cm
CCNPLT0572,CCNATT0000,Sansevieria trifasciata Hahnii Green
CCNPLT0572,CCNATT0001,Cây lưỡi mèo Thái xanh
CCNPLT0572,CCNATT0002,"• Chiều cao: 10 cm – Tán 15 cm
• Số lượng: 4 Thân"
CCNPLT0572,CCNATT0003,Dễ chăm sóc
CCNPLT0572,CCNATT0004,Ánh sáng tán xạ / Chịu được khuất sáng
CCNPLT0572,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0573,CCNATT0000,Sansevieria Black Golden Hahnii
CCNPLT0573,CCNATT0001,Cây lưỡi hổ Thái xanh
CCNPLT0573,CCNATT0002,Chiều cao: 10 cm – Tán 15 cm
CCNPLT0573,CCNATT0003,Dễ chăm sóc
CCNPLT0573,CCNATT0004,Ánh sáng tán xạ; Bóng râm; Chịu được bóng râm
CCNPLT0573,CCNATT0005,Tưới ít (1 lần/tuần)
CCNPLT0574,CCNATT0000,Sansevieria trifasciata Golden Hahnii
CCNPLT0574,CCNATT0001,Cây lưỡi hổ Thái vàng mini
CCNPLT0574,CCNATT0002,Chiều cao: 10 cm – Tán 15 cm
CCNPLT0574,CCNATT0003,Dễ chăm sóc
CCNPLT0574,CCNATT0004,Ánh sáng tán xạ; Bóng râm; Chịu được bóng râm
CCNPLT0574,CCNATT0005,Tưới ít (1 lần/tuần)
CCNPLT0575,CCNATT0000,Sansevieria trifasciata Gold Flame
CCNPLT0575,CCNATT0001,Cây lưỡi hổ hoàng kim
CCNPLT0575,CCNATT0002,Chiều cao: 60 cm – Tán 35 cm
CCNPLT0575,CCNATT0003,Dễ chăm sóc
CCNPLT0575,CCNATT0004,Ánh sáng tán xạ; Bóng râm; Chịu được bóng râm
CCNPLT0575,CCNATT0005,Tưới ít (1 lần/tuần)
CCNPLT0576,CCNATT0000,Caladium Strawberry Star
CCNPLT0576,CCNATT0001,"• Môn Dâu
• Strawberry Star"
CCNPLT0576,CCNATT0002,"• Size nhỏ: Cao 10 cm – 15 cm
• Size trung: Cao 20 cm – 25 cm
• Size lớn: Cao 25 cm – 35 cm"
CCNPLT0576,CCNATT0003,Trung bình
CCNPLT0576,CCNATT0004,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp
CCNPLT0576,CCNATT0005,"• Vừa phải
• Đất trồng thông thoáng"
CCNPLT0577,CCNATT0000,Philodendron hederaceum Micans
CCNPLT0577,CCNATT0001,"• Trầu bà tim nâu
• Trầu bà Micans"
CCNPLT0577,CCNATT0002,Dài: 30 – 40 cm
CCNPLT0577,CCNATT0003,Dễ chăm sóc
CCNPLT0577,CCNATT0004,Ánh sáng tán xạ; Bóng râm
CCNPLT0577,CCNATT0005,Ít tưới (1 – 2 lần/tuần)
CCNPLT0578,CCNATT0000,Philodendron scandens Brazil
CCNPLT0578,CCNATT0001,Trầu bà Brazil
CCNPLT0578,CCNATT0002,Chiều cao: 25 – 30 cm
CCNPLT0578,CCNATT0003,Dễ chăm sóc
CCNPLT0578,CCNATT0004,Ánh sáng tán xạ; Bóng râm
CCNPLT0578,CCNATT0005,Ít tưới (1 – 2 lần/tuần)
CCNPLT0579,CCNATT0000,Philodendron scandens
CCNPLT0579,CCNATT0001,Trầu bà tim xanh
CCNPLT0579,CCNATT0002,Chiều cao: 30 – 40cm
CCNPLT0579,CCNATT0003,Dễ chăm sóc
CCNPLT0579,CCNATT0004,Ánh sáng tán xạ
CCNPLT0579,CCNATT0005,Ít tưới (1 – 2 lần/tuần)
CCNPLT0580,CCNATT0000,Pachira aquatica
CCNPLT0580,CCNATT0001,"• Cây kim ngân
• Money Tree
• Money Plant"
CCNPLT0580,CCNATT0002,Chiều cao: 50cm
CCNPLT0580,CCNATT0003,Dễ chăm sóc
CCNPLT0580,CCNATT0004,Ánh sáng tán xạ; Nắng trực tiếp
CCNPLT0580,CCNATT0005,Vừa phải (2 lần/tuần)
CCNPLT0581,CCNATT0000,Sansevieria trifasciata Laurentii
CCNPLT0581,CCNATT0001,Cây lưỡi hổ
CCNPLT0581,CCNATT0002,Chiều cao: 60 cm – Tán 35 cm
CCNPLT0581,CCNATT0003,Dễ chăm sóc
CCNPLT0581,CCNATT0004,Ánh sáng tán xạ; Bóng râm; Chịu được bóng râm
CCNPLT0581,CCNATT0005,Tưới ít (1 lần/tuần)
CCNPLT0582,CCNATT0000,Alocasia Pink Dragon
